year,month,date,region,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2020,december,12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1679.41,2.2353
2020,december,12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,345.59,0.46
2021,january,1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,211.76,0.2773
2021,january,1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1708.82,2.2379
2021,january,1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,330.88,0.4333
2021,january,1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,211.76,0.2773
2021,january,1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1750,2.2919
2021,january,1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,372.06,0.4873
2021,february,2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,200,0.2629
2021,february,2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,192.5,0.2531
2021,february,2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1675,2.2019
2021,february,2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,350,0.4601
2021,february,2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,190,0.2498
2021,february,2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1675,2.2019
2021,february,2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,387.5,0.5094
2021,march,3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,329,0.4249
2021,march,3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,160,0.2066
2021,march,3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1725,2.2276
2021,march,3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,312.5,0.4036
2021,march,3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,190,0.2454
2021,march,3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,162.5,0.2098
2021,march,3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1658.33,2.1415
2021,march,3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,379.17,0.4896
2021,april,4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,186.84,0.2407
2021,april,4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,145,0.1868
2021,april,4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1550,1.9965
2021,april,4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,350,0.4508
2021,april,4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,182.67,0.2353
2021,april,4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,145,0.1868
2021,april,4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1575,2.0288
2021,april,4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,362.5,0.4669
2021,may,5/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.1878
2021,may,5/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,140,0.1752
2021,may,5/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,146,0.1868
2021,june,6/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,176,0.1868
2021,july,7/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,198,0.1868
2021,august,8/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,200,0.1832
2021,august,8/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.1832
2021,september,9/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,200,0.1832
2021,october,10/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,209,0.1832
2021,november,11/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,220,0.1832
2021,december,12/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,229,0.1832
2022,january,1/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,249,0.1832
2022,february,2/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,325.89,0.6737
2022,march,3/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,320.89,0.6737
2022,april,4/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,314.89,0.6737
2022,may,5/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,312.89,0.6737
2022,june,6/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,312.89,0.6737
2022,july,7/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,303.89,0.6737
2022,august,8/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,306.89,0.6737
2022,september,9/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,310.89,0.6737
2022,october,10/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,330.89,0.6737
2022,november,11/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,420.89,0.6737
2022,december,12/15/2022,Southern Region,Blantyre,Lunzu,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,470.89,0.6737

2023,january,1/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,553.89,0.6737
2023,january,1/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,534.17,0.6497
2023,february,2/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,663.75,0.6529
2023,february,2/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,633.33,0.623
2023,march,3/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,600,0.577
2023,april,4/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,550,0.669
2023,april,4/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,522.22,0.6352
2023,may,5/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,522.22,0.6352
2023,june,6/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,520,0.5115
2023,june,6/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,515,0.5066
2023,july,7/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,706.25,0.859
2023,july,7/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,700,0.8514
2023,august,8/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6984
2023,august,8/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6984
2023,august,8/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,700,0.6519
2023,september,9/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6849
2023,september,9/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6849
2023,september,9/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,747.5,0.6827
2023,october,10/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.67,0.969
2023,october,10/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.67,0.969
2023,october,10/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.5,0.9688
2023,november,11/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,860,0.516
2023,november,11/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,890,0.534
2023,november,11/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,841.67,0.505
2023,december,12/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,937.5,0.5625
2023,december,12/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,940,0.564
2023,december,12/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,945,0.567
2024,january,1/15/2024,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,1023.53,0.6141
2024,january,1/15/2024,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
2024,january,1/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,1023.53,0.6141
2024,february,2/15/2024,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
2024,february,2/15/2024,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
2024,february,2/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,910,0.54
2024,march,3/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,890,0.54
2024,april,4/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,884,0.54
2024,may,5/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,950,0.54
2024,june,6/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,1010,0.54
